,core_code,unit,depth,order,type,Density (g/cm3),P (mg/kg)
153,14300,Gunder,0.0,1,erosion,1.2936490457978143,193.5483870967742
154,14300,Gunder,0.0,1,erosion,1.2936490457978143,156.6147859922179
155,14300,Gunder,0.0,1,erosion,1.2936490457978143,71.70923379174853
156,14305,Gunder,0.5,1,erosion,1.2357354963129616,155.31062124248498
157,14305,Gunder,0.5,1,erosion,1.2357354963129616,249.498997995992
158,14305,Gunder,0.5,1,erosion,1.2357354963129616,161.67664670658684
159,14310,Gunder,1.0,1,erosion,1.246661031180317,271.0843373493976
160,14310,Gunder,1.0,1,erosion,1.246661031180317,104.95049504950495
161,14310,Gunder,1.0,1,erosion,1.246661031180317,127.18446601941747
162,14315,Gunder,1.5,1,erosion,1.2337639712241157,213.01775147928993
163,14315,Gunder,1.5,1,erosion,1.2337639712241157,219.1919191919192
164,14315,Gunder,1.5,1,erosion,1.2337639712241157,228.4313725490196
165,14320,Gunder,2.0,1,erosion,1.3349689257848794,206.12244897959184
166,14320,Gunder,2.0,1,erosion,1.3349689257848794,323.2323232323232
167,14320,Gunder,2.0,1,erosion,1.3349689257848794,219.92110453648914
168,14325,Gunder,2.5,1,erosion,1.476918732181795,263.47305389221555
169,14325,Gunder,2.5,1,erosion,1.476918732181795,228.7128712871287
170,14325,Gunder,2.5,1,erosion,1.476918732181795,270.45908183632736
171,14330,Gunder,3.0,1,erosion,1.4652538754061224,239.3939393939394
172,14330,Gunder,3.0,1,erosion,1.4652538754061224,258.7890625
173,14330,Gunder,3.0,1,erosion,1.4652538754061224,302.0
174,14334,Gunder,3.4,1,erosion,1.8556979898763415,784.4488188976378
175,14334,Gunder,3.4,1,erosion,1.8556979898763415,143.98422090729784
176,14334,Gunder,3.4,1,erosion,1.8556979898763415,368.52589641434264
177,16100,Camp Creek,0.0,5,erosion,0.9652258247475438,422.0907297830375
178,16100,Camp Creek,0.0,5,erosion,0.9652258247475438,454.0918163672655
179,16100,Camp Creek,0.0,5,erosion,0.9652258247475438,438.99999999999994
180,16103,Camp Creek,0.3,5,erosion,1.1831614939437336,265.59356136820924
181,16103,Camp Creek,0.3,5,erosion,1.1831614939437336,303.82293762575455
182,16103,Camp Creek,0.3,5,erosion,1.1831614939437336,315.8953722334004
183,16200,Robert's Creek,0.0,5,erosion,1.0771920204182588,289.0466531440162
184,16200,Robert's Creek,0.0,5,erosion,1.0771920204182588,306.06060606060606
185,16200,Robert's Creek,0.0,5,erosion,1.0771920204182588,274.4510978043912
186,16205,Robert's Creek,0.5,5,erosion,1.0552588038048465,373.2943469785575
187,16205,Robert's Creek,0.5,5,erosion,1.0552588038048465,404.0
188,16205,Robert's Creek,0.5,5,erosion,1.0552588038048465,466.0
189,16208,Robert's Creek,0.8,5,erosion,1.1690322308070038,455.35714285714283
190,16208,Robert's Creek,0.8,5,erosion,1.1690322308070038,414.8296593186372
191,16208,Robert's Creek,0.8,5,erosion,1.1690322308070038,232.28346456692913
192,16300,Gunder,0.0,5,erosion,1.1998373103202233,381.3387423935091
193,16300,Gunder,0.0,5,erosion,1.1998373103202233,428.85375494071144
194,16300,Gunder,0.0,5,erosion,1.1998373103202233,405.99999999999994
195,16305,Gunder,0.5,5,erosion,1.2709765072760848,344.758064516129
196,16305,Gunder,0.5,5,erosion,1.2709765072760848,291.75050301810865
197,16310,Gunder,1.0,5,erosion,1.226452899019645,190.8548707753479
198,16310,Gunder,1.0,5,erosion,1.226452899019645,227.99999999999997
199,16315,Gunder,1.5,5,erosion,1.1372413887493613,298.804780876494
200,16315,Gunder,1.5,5,erosion,1.1372413887493613,154.69061876247505
201,16320,Gunder,2.0,5,erosion,1.371688580564637,241.22376936654246
202,16320,Gunder,2.0,5,erosion,1.371688580564637,307.6923076923077
203,16325,Gunder,2.5,5,erosion,1.440445518038143,278.86497064579254
204,16325,Gunder,2.5,5,erosion,1.440445518038143,308.4479371316306
205,16330,Gunder,3.0,5,erosion,1.3983041692640588,294.949494949495
206,16330,Gunder,3.0,5,erosion,1.3983041692640588,296.03960396039605
207,16335,Gunder,3.5,5,erosion,1.4659110504357376,399.0
208,16335,Gunder,3.5,5,erosion,1.4659110504357376,383.53413654618475
209,16340,Gunder,4.0,5,erosion,1.2765624950278154,381.76352705410824
210,16340,Gunder,4.0,5,erosion,1.2765624950278154,315.84158415841586
211,16345,Gunder,4.5,5,erosion,1.6226472949989983,145.3252032520325
212,16345,Gunder,4.5,5,erosion,1.6226472949989983,129.32790224032587
213,02100,Camp Creek,0.0,4,erosion,1.0104887549123007,685.0
214,02100,Camp Creek,0.0,4,erosion,1.0104887549123007,947.7911646586346
215,02100,Camp Creek,0.0,4,erosion,1.0104887549123007,872.7810650887574
216,02105,Camp Creek,0.5,4,erosion,0.9621042433568707,524.0
217,02105,Camp Creek,0.5,4,erosion,0.9621042433568707,583.3333333333334
218,02105,Camp Creek,0.5,4,erosion,0.9621042433568707,562.2489959839357
219,02110,Camp Creek,1.0,4,erosion,0.9780407378250431,531.7460317460317
220,02110,Camp Creek,1.0,4,erosion,0.9780407378250431,480.3536345776031
221,02110,Camp Creek,1.0,4,erosion,0.9780407378250431,512.6953125
222,02200,Robert's Creek,0.0,4,erosion,0.9585719275726883,622.2444889779559
223,02200,Robert's Creek,0.0,4,erosion,0.9585719275726883,643.9688715953307
224,02200,Robert's Creek,0.0,4,erosion,0.9585719275726883,634.4621513944223
225,02205,Robert's Creek,0.5,4,erosion,1.0012061576189841,230.69306930693068
226,02205,Robert's Creek,0.5,4,erosion,1.0012061576189841,253.95256916996047
227,02205,Robert's Creek,0.5,4,erosion,1.0012061576189841,240.11857707509884
228,02300,Gunder,0.0,4,erosion,1.127548057062535,295.36290322580646
229,02300,Gunder,0.0,4,erosion,1.127548057062535,276.23762376237624
230,02300,Gunder,0.0,4,erosion,1.127548057062535,276.0
231,02305,Gunder,0.5,4,erosion,1.1261926335639534,381.60469667318984
232,02305,Gunder,0.5,4,erosion,1.1261926335639534,405.0
233,02305,Gunder,0.5,4,erosion,1.1261926335639534,403.75
234,02310,Gunder,1.0,4,erosion,1.1237693006422467,350.4950495049505
235,02310,Gunder,1.0,4,erosion,1.1237693006422467,306.0344827586207
236,02310,Gunder,1.0,4,erosion,1.1237693006422467,378.5425101214575
237,02315,Gunder,1.5,4,erosion,1.0725096483322494,535.4330708661417
238,02315,Gunder,1.5,4,erosion,1.0725096483322494,582.9959514170041
239,02315,Gunder,1.5,4,erosion,1.0725096483322494,561.6438356164383
240,02325,Gunder,2.5,4,erosion,1.1393772075956112,516.8316831683168
241,02325,Gunder,2.5,4,erosion,1.1393772075956112,563.6363636363636
242,02325,Gunder,2.5,4,erosion,1.1393772075956112,552.1653543307086
243,02330,Gunder,3.0,4,erosion,1.211337873338492,1764.763779527559
244,02330,Gunder,3.0,4,erosion,1.211337873338492,1854.7094188376757
245,02330,Gunder,3.0,4,erosion,1.211337873338492,1828.6852589641435
246,08100,Camp Creek,0.0,1,erosion,1.1751932467096478,324.5967741935484
247,08100,Camp Creek,0.0,1,erosion,1.1751932467096478,323.3532934131737
248,01100,Camp Creek,0.0,6,erosion,1.2116664608532997,478.95791583166334
249,01100,Camp Creek,0.0,6,erosion,1.2116664608532997,473.5812133072407
250,01100,Camp Creek,0.0,6,erosion,1.2116664608532997,502.9239766081871
251,01102,Camp Creek,0.2,6,erosion,1.2092842013709442,548.5537190082645
252,01102,Camp Creek,0.2,6,erosion,1.2092842013709442,527.0541082164328
253,01102,Camp Creek,0.2,6,erosion,1.2092842013709442,516.6994106090373
254,01200,Robert's Creek,0.0,6,erosion,1.1447989015899378,662.0
255,01200,Robert's Creek,0.0,6,erosion,1.1447989015899378,659.1355599214145
256,01200,Robert's Creek,0.0,6,erosion,1.1447989015899378,706.6929133858267
257,01205,Robert's Creek,0.5,6,erosion,1.2270279271705582,554.1922290388549
258,01205,Robert's Creek,0.5,6,erosion,1.2270279271705582,532.6295585412668
259,01205,Robert's Creek,0.5,6,erosion,1.2270279271705582,572.5490196078431
260,01210,Robert's Creek,1.0,6,erosion,1.2963598927949778,539.2927308447937
261,01210,Robert's Creek,1.0,6,erosion,1.2963598927949778,580.6142034548944
262,01210,Robert's Creek,1.0,6,erosion,1.2963598927949778,530.3643724696357
263,01305,Gunder,0.5,6,erosion,1.117526137860901,502.01207243460766
264,01305,Gunder,0.5,6,erosion,1.117526137860901,542.9447852760736
265,01305,Gunder,0.5,6,erosion,1.117526137860901,526.8595041322313
266,01310,Gunder,1.0,6,erosion,1.267937072764114,507.6923076923077
267,01315,Gunder,1.5,6,erosion,1.3367761571163217,510.35196687370603
268,01315,Gunder,1.5,6,erosion,1.3367761571163217,527.6639344262295
269,01315,Gunder,1.5,6,erosion,1.3367761571163217,530.060120240481
270,01325,Gunder,2.5,6,erosion,1.4692790724625164,498.96480331262944
271,01325,Gunder,2.5,6,erosion,1.4692790724625164,497.1153846153846
272,01325,Gunder,2.5,6,erosion,1.4692790724625164,509.9601593625498
273,01330,Gunder,3.0,6,erosion,1.3246184190684378,821.4990138067061
274,01330,Gunder,3.0,6,erosion,1.3246184190684378,816.2055335968379
275,01330,Gunder,3.0,6,erosion,1.3246184190684378,793.2038834951456
276,01335,Gunder,3.5,6,erosion,1.290116730013632,283.65384615384613
277,01335,Gunder,3.5,6,erosion,1.290116730013632,311.2449799196787
278,01335,Gunder,3.5,6,erosion,1.290116730013632,292.1686746987952
279,04100,Camp Creek,0.0,4,erosion,0.8021642705242353,791.501976284585
280,04100,Camp Creek,0.0,4,erosion,0.8021642705242353,759.3688362919132
281,04100,Camp Creek,0.0,4,erosion,0.8021642705242353,724.3460764587525
282,04103,Camp Creek,0.3,4,erosion,0.9800122629138892,591.7159763313609
283,04103,Camp Creek,0.3,4,erosion,0.9800122629138892,588.5826771653543
284,04103,Camp Creek,0.3,4,erosion,0.9800122629138892,509.99999999999994
285,04200,Robert's Creek,0.0,4,erosion,0.9155269631328831,641.1764705882352
286,04200,Robert's Creek,0.0,4,erosion,0.9155269631328831,611.6700201207243
287,04200,Robert's Creek,0.0,4,erosion,0.9155269631328831,741.0358565737051
288,04205,Robert's Creek,0.5,4,erosion,1.1068470436296516,437.8698224852071
289,04205,Robert's Creek,0.5,4,erosion,1.1068470436296516,482.1428571428572
290,04300,Gunder,0.0,4,erosion,1.1336269260864769,434.5703125
291,04300,Gunder,0.0,4,erosion,1.1336269260864769,458.8235294117647
292,04300,Gunder,0.0,4,erosion,1.1336269260864769,436.3636363636364
293,04305,Gunder,0.5,4,erosion,1.0501656973253275,481.37254901960785
294,04305,Gunder,0.5,4,erosion,1.0501656973253275,476.90763052208837
295,04305,Gunder,0.5,4,erosion,1.0501656973253275,464.71774193548396
296,04310,Gunder,1.0,4,erosion,1.1490705392824374,547.713717693837
297,04310,Gunder,1.0,4,erosion,1.1490705392824374,564.8702594810379
298,04310,Gunder,1.0,4,erosion,1.1490705392824374,528.5433070866142
299,04315,Gunder,1.5,4,erosion,1.0969072713067192,2699.404761904762
300,04315,Gunder,1.5,4,erosion,1.0969072713067192,2516.8986083499008
301,04315,Gunder,1.5,4,erosion,1.0969072713067192,2454.8192771084337
302,04320,Gunder,2.0,4,erosion,1.1914583286926277,569.8602794411178
303,04320,Gunder,2.0,4,erosion,1.1914583286926277,570.9939148073022
304,04320,Gunder,2.0,4,erosion,1.1914583286926277,591.7159763313609
305,04325,Gunder,2.5,4,erosion,1.2118307546107032,509.0725806451613
306,04325,Gunder,2.5,4,erosion,1.2118307546107032,530.8764940239043
307,04325,Gunder,2.5,4,erosion,1.2118307546107032,476.1904761904762
308,04330,Gunder,3.0,4,erosion,1.2706479197612772,442.7710843373494
309,04330,Gunder,3.0,4,erosion,1.2706479197612772,461.38613861386136
310,04330,Gunder,3.0,4,erosion,1.2706479197612772,446.8503937007874
311,04335,Gunder,3.5,4,erosion,1.3496732170725227,494.10609037328095
312,04335,Gunder,3.5,4,erosion,1.3496732170725227,499.003984063745
313,04335,Gunder,3.5,4,erosion,1.3496732170725227,501.008064516129
314,04340,Gunder,4.0,4,erosion,1.3188681375593032,654.2239685658153
315,04340,Gunder,4.0,4,erosion,1.3188681375593032,692.0
316,04340,Gunder,4.0,4,erosion,1.3188681375593032,628.7726358148893
317,04343,Gunder,4.3,4,erosion,1.2721265635779115,587.7712031558185
318,04343,Gunder,4.3,4,erosion,1.2721265635779115,568.452380952381
319,04343,Gunder,4.3,4,erosion,1.2721265635779115,581.3492063492064
320,03100,Camp Creek,0.0,3,erosion,0.9111731785616812,553.7848605577689
321,03100,Camp Creek,0.0,3,erosion,0.9111731785616812,562.6283367556468
322,03105,Camp Creek,0.5,3,erosion,0.9651436778688418,266.6015625
323,03105,Camp Creek,0.5,3,erosion,0.9651436778688418,367.49482401656314
324,03105,Camp Creek,0.5,3,erosion,0.9651436778688418,283.65384615384613
325,03110,Camp Creek,1.0,3,erosion,1.1010967621205172,364.35643564356434
326,03110,Camp Creek,1.0,3,erosion,1.1010967621205172,366.79536679536676
327,03110,Camp Creek,1.0,3,erosion,1.1010967621205172,366.8032786885246
328,03113,Camp Creek,1.3,3,erosion,1.2047661230423385,327.93522267206475
329,03113,Camp Creek,1.3,3,erosion,1.2047661230423385,331.32530120481925
330,03113,Camp Creek,1.3,3,erosion,1.2047661230423385,381.5533980582524
331,03200,Robert's Creek,0.0,3,erosion,1.2795197826610845,476.00767754318616
332,03200,Robert's Creek,0.0,3,erosion,1.2795197826610845,511.1788617886179
333,03200,Robert's Creek,0.0,3,erosion,1.2795197826610845,460.60606060606057
334,03205,Robert's Creek,0.5,3,erosion,1.1977014914739734,602.2964509394573
335,03300,Gunder,0.0,3,erosion,0.998331016864417,749.4824016563148
336,03300,Gunder,0.0,3,erosion,0.998331016864417,684.0077071290943
337,03300,Gunder,0.0,3,erosion,0.998331016864417,711.340206185567
338,03305,Gunder,0.5,3,erosion,1.0964143900345078,550.4032258064516
339,03305,Gunder,0.5,3,erosion,1.0964143900345078,582.4949698189134
340,03305,Gunder,0.5,3,erosion,1.0964143900345078,549.266247379455
341,03310,Gunder,1.0,3,erosion,1.0766991391460472,644.7638603696099
342,03310,Gunder,1.0,3,erosion,1.0766991391460472,594.0
343,03310,Gunder,1.0,3,erosion,1.0766991391460472,633.1360946745563
344,03315,Gunder,1.5,3,erosion,1.0222357585666753,566.2768031189083
345,03315,Gunder,1.5,3,erosion,1.0222357585666753,605.9730250481696
346,03315,Gunder,1.5,3,erosion,1.0222357585666753,604.7430830039525
347,03320,Gunder,2.0,3,erosion,1.1171154034673914,642.9961089494163
348,03320,Gunder,2.0,3,erosion,1.1171154034673914,596.8688845401174
349,03320,Gunder,2.0,3,erosion,1.1171154034673914,568.798449612403
350,03325,Gunder,2.5,3,erosion,1.2840378609896899,570.5882352941177
351,03325,Gunder,2.5,3,erosion,1.2840378609896899,550.4950495049505
352,03325,Gunder,2.5,3,erosion,1.2840378609896899,555.984555984556
353,03330,Gunder,3.0,3,erosion,1.2944705145848334,456.2624254473161
354,03330,Gunder,3.0,3,erosion,1.2944705145848334,446.42857142857144
355,03330,Gunder,3.0,3,erosion,1.2944705145848334,477.1371769383698
356,03333,Gunder,3.3,3,erosion,1.3157465561686303,428.42942345924445
357,03333,Gunder,3.3,3,erosion,1.3157465561686303,480.0796812749004
358,03333,Gunder,3.3,3,erosion,1.3157465561686303,496.031746031746
359,01300,Gunder,0.0,6,erosion,1.1070934842657574,476.1431411530815
360,01300,Gunder,0.0,6,erosion,1.1070934842657574,501.96463654223976
361,01300,Gunder,0.0,6,erosion,1.1070934842657574,496.00798403193613
362,13100,Camp Creek,0.0,1,erosion,1.2337639712241157,344.6601941747573
363,13100,Camp Creek,0.0,1,erosion,1.2337639712241157,357.421875
364,13100,Camp Creek,0.0,1,erosion,1.2337639712241157,353.3980582524272
365,13105,Camp Creek,0.5,1,erosion,0.9773835627954277,392.99610894941634
366,13105,Camp Creek,0.5,1,erosion,0.9773835627954277,398.82121807465614
367,13105,Camp Creek,0.5,1,erosion,0.9773835627954277,405.4054054054054
368,13200,Robert's Creek,0.0,1,erosion,0.9892948602072059,506.9169960474308
369,13200,Robert's Creek,0.0,1,erosion,0.9892948602072059,479.4921875
370,13200,Robert's Creek,0.0,1,erosion,0.9892948602072059,476.4243614931237
