,gridcode,area,perim,hdiff,vol_chg,StrmOrder
27477,1,43.5357,79.3,0.21,9.1425,3
27478,2,19.7213,29.28,-0.58,-11.4384,6
27479,2,153.305,119.56,-5.1779,-793.798,6
27480,2,64.0012,78.08,-0.291204,-18.6374,6
27481,2,66.2338,89.06,-0.323574,-21.4315,6
27482,2,453.218,258.64,-1.10566,-501.103,6
27483,1,58.4197,79.3,0.14,8.17876,6
27484,2,23.0702,37.82,-1.35817,-31.3332,6
27485,2,9.6746,18.3,-0.12,-1.16095,6
27486,2,68.0943,80.52,-3.25083,-221.363,6
27487,1,265.307,372.1,0.18,47.7553,3
27488,2,43.5357,53.68,-0.905309,-39.4133,3
27489,2,19.3492,34.16,-0.54,-10.4486,3
27490,2,7.442,17.08,-0.18,-1.33956,6
27491,2,37.9542,73.2,-0.305123,-11.5807,3
27492,2,44.2799,67.1,-2.52357,-111.743,6
27493,1,200.562,254.98,0.15,30.0843,3
27494,2,90.0482,76.86,-0.461805,-41.5847,6
27495,2,196.097,218.38,-2.38899,-468.474,6
27496,2,44.2799,47.58,-0.374566,-16.5858,3
27497,1,48.7451,45.14,0.16,7.79922,6
27498,2,28.2796,52.46,-1.5327,-43.344,6
27499,2,51.3498,59.78,-0.866769,-44.5084,6
27500,2,36.8379,46.36,-0.420476,-15.4894,6
27501,2,27.1633,36.6,-1.4682,-39.8811,3
27502,1,27.1633,25.62,0.01,0.271633,6
27503,2,82.6062,75.64,-0.271323,-22.4129,6
27504,2,20.8376,39.04,-1.12,-23.3381,6
27505,1,23.4423,34.16,0.12,2.81308,6
27506,2,161.491,183.0,-3.87149,-625.21,6
27507,2,16425.2,7368.8,-0.781508,-12836.4,0
27508,1,58.0476,59.78,0.06,3.48286,6
27509,1,39.8147,43.92,0.18,7.16665,6
27510,1,6.6978,19.52,0.24,1.60747,3
27511,2,21.5818,46.36,-2.84,-61.2923,3
27512,1,11.9072,23.18,0.1,1.19072,3
27513,2,76.6526,63.44,-0.612927,-46.9825,6
27514,2,40.1868,58.56,-2.06679,-83.0576,6
27515,2,26.047,32.94,-0.12,-3.12564,6
27516,2,55.0708,64.66,-0.42135,-23.2041,0
27517,2,11.5351,18.3,-0.14,-1.61491,0
27518,2,23.8144,42.7,-0.62311,-14.839,6
27519,2,39.4426,51.24,-0.161107,-6.35449,6
27520,2,23.0702,26.84,-0.22,-5.07544,6
27521,2,680.199,314.76,-3.87492,-2635.72,6
27522,1,33.1169,58.56,0.09,2.98052,6
27523,2,18.9771,29.28,-0.68,-12.9044,6
27524,2,11.163,23.18,-0.84,-9.37692,6
27525,2,39.4426,35.38,-0.0331662,-1.30816,6
27526,2,35.3495,39.04,-0.0839047,-2.96599,6
27527,2,10.7909,23.18,-0.18,-1.94236,0
27528,1,68.0943,84.18,1.87,127.336,6
27529,2,48.7451,63.44,-2.42734,-118.321,3
27530,1,94.8855,86.62,0.13,12.3351,6
27531,2,7.442,15.86,-1.56,-11.6095,6
27532,2,74.0479,67.1,-0.604979,-44.7974,6
27533,2,437.217,218.38,-0.523651,-228.949,6
27534,2,85.2109,89.06,-5.309,-452.385,3
27535,1,66.978,59.78,0.06,4.01868,6
27536,2,550.336,385.52,-2.87751,-1583.6,6
27537,2,17.1166,31.72,-0.14,-2.39632,6
27538,2,122.421,112.24,-0.572447,-70.0795,6
27539,2,17.8608,39.04,-0.34,-6.07267,6
27540,1,76.2805,113.46,0.55,41.9543,3
27541,2,34.9774,45.14,-6.18032,-216.171,6
27542,2,23.8144,41.48,-0.44,-10.4783,6
27543,2,18.9771,30.5,-4.28,-81.222,3
27544,2,73.6758,73.2,-2.82585,-208.197,6
27545,2,414.892,270.84,-0.37069,-153.796,6
27546,1,16.3724,32.94,0.05,0.81862,3
27547,2,26.047,39.04,-4.36092,-113.589,3
27548,2,4.4652,13.42,-0.16,-0.714432,6
27549,1,1090.25,1418.86,0.21,228.952,6
27550,2,108.653,65.88,-0.187617,-20.3851,6
27551,2,77.0247,59.78,-0.327564,-25.2305,6
27552,2,266.424,224.48,-4.69302,-1250.33,6
27553,2,218.051,124.44,-0.238212,-51.9424,6
27554,2,19.3492,40.26,-2.82,-54.5647,3
27555,1,28.6517,46.36,0.03,0.859551,3
27556,2,21.2097,34.16,-0.08,-1.69678,3
27557,2,68.4664,93.94,-0.924121,-63.2713,6
27558,2,255.633,195.2,-2.53908,-649.072,6
27559,2,14.5119,15.86,-0.08,-1.16095,6
27560,1,17.1166,35.38,0.16,2.73866,6
27561,2,191.632,230.58,-3.72508,-713.845,6
27562,2,7.0699,20.74,-0.5,-3.53495,3
27563,2,33.1169,40.26,-0.14,-4.63637,3
27564,2,19.7213,28.06,-1.43307,-28.262,6
27565,2,1000.95,444.08,-0.572614,-573.159,6
27566,2,18.2329,26.84,-1.48,-26.9847,3
27567,1,43.1636,58.56,0.02,0.863272,6
27568,2,103.072,68.32,-0.266833,-27.503,6
27569,2,377.309,184.22,-0.528733,-199.496,6
27570,1,23.0702,37.82,0.05,1.15351,3
27571,1,44.652,37.82,0.04,1.78608,6
27572,2,9.6746,13.42,-0.18,-1.74143,6
27573,1,28.6517,50.02,0.06,1.7191,6
27574,2,93.025,91.5,-2.84862,-264.993,6
27575,1,32.3727,34.16,0.01,0.323727,6
27576,2,112.002,57.34,-0.313152,-35.0736,6
27577,2,749.409,442.86,-4.5129,-3382.01,6
27578,2,68.0943,73.2,-2.33013,-158.668,6
27579,1,48.7451,54.9,0.09,4.38706,3
27580,2,26.047,40.26,-0.96,-25.0051,6
27581,2,32.3727,35.38,-1.46131,-47.3065,3
27582,1,32.0006,26.84,0.03,0.960018,3
27583,1,20.8376,29.28,0.09,1.87538,6
27584,2,679.455,175.68,-0.585691,-397.95,6
27585,1,111.63,156.16,0.17,18.9771,3
27586,1,86.6993,98.82,0.23,19.9408,3
27587,2,74.0479,87.84,-1.79838,-133.166,6
27588,1,37.21,48.8,0.07,2.6047,3
27589,1,42.0473,61.0,0.13,5.46615,3
27590,1,39.4426,47.58,0.01,0.394426,3
27591,2,189.027,140.3,-3.32949,-629.363,6
27592,2,13.7677,23.18,-0.18,-2.47819,6
27593,2,31.6285,45.14,-0.688404,-21.7732,6
27594,2,11.163,24.4,-0.765477,-8.54502,3
27595,1,49.4893,54.9,0.09,4.45404,3
27596,2,4.8373,10.98,-0.24,-1.16095,3
27597,2,27.1633,35.38,-0.141421,-3.84147,6
27598,2,461.404,223.26,-0.725809,-334.891,6
27599,1,66.2338,67.1,0.81,53.6494,6
27600,1,28.2796,42.7,0.14,3.95914,3
27601,2,22.326,31.72,-0.44582,-9.95338,6
27602,2,215.818,146.4,-0.461982,-99.7041,6
27603,2,168.561,129.32,-4.67278,-787.648,6
27604,2,5.2094,13.42,-0.26,-1.35444,6
27605,1,103.816,102.48,0.85,88.2436,6
27606,2,341.588,285.48,-5.23474,-1788.12,6
27607,2,7.8141,18.3,-0.44,-3.4382,6
27608,2,45.0241,80.52,-2.14159,-96.4231,6
27609,2,86.6993,79.3,-0.45824,-39.729,6
27610,2,43.9078,58.56,-5.63587,-247.459,6
27611,1,15.2561,29.28,0.24,3.66146,3
27612,1,61.3965,89.06,0.44,27.0145,3
27613,2,1048.21,324.52,-0.883953,-926.568,6
27614,1,70.699,96.38,0.23,16.2608,3
27615,1,22.326,52.46,0.15,3.3489,3
27616,2,17.1166,35.38,-1.91249,-32.7352,3
27617,1,39.4426,71.98,0.02,0.788852,3
27618,2,7.8141,21.96,-0.08,-0.625128,3
27619,2,34.2332,67.1,-0.997174,-34.1364,3
27620,1,52.094,80.52,0.08,4.16752,3
27621,2,56.9313,111.02,-0.526498,-29.9742,3
27622,2,109.77,81.74,-1.91079,-209.748,6
27623,1,71.4432,112.24,0.13,9.28762,3
27624,2,40.1868,85.4,-0.432512,-17.3813,3
27625,2,80.7457,56.12,-0.0780769,-6.30437,6
27626,2,38.3263,87.84,-0.765942,-29.3557,3
27627,2,22.326,46.36,-0.123288,-2.75253,3
27628,2,45.0241,50.02,-0.0966373,-4.35101,6
27629,1,22.6981,35.38,0.12,2.72377,3
27630,2,49.4893,45.14,-1.07753,-53.3261,3
27631,1,356.844,252.54,0.31,110.622,3
27632,2,32.7448,63.44,-0.368103,-12.0535,3
27633,2,4.8373,13.42,-2.58,-12.4802,3
27634,1,18.9771,37.82,0.01,0.189771,3
27635,2,136.189,206.18,-2.23404,-304.251,6
27636,2,107.165,75.64,-0.174824,-18.735,6
27637,2,39.0705,50.02,-1.60011,-62.5171,3
27638,2,58.7918,118.34,-0.129985,-7.64203,3
27639,2,203.167,158.6,-1.96186,-398.585,6
27640,2,32.0006,31.72,-0.0498888,-1.59647,6
27641,2,8.5583,15.86,-0.28,-2.39632,3
27642,2,16.7445,25.62,-0.48,-8.03736,3
27643,2,49.4893,68.32,-0.499099,-24.7001,0
27644,2,176.375,112.24,-0.171174,-30.1909,6
27645,1,34.6053,35.38,0.03,1.03816,0
27646,2,106.793,91.5,-0.253772,-27.101,0
27647,2,364.286,256.2,-2.62386,-955.835,6
27648,1,11.163,20.74,0.05,0.55815,3
27649,2,21.2097,25.62,-0.195959,-4.15624,6
27650,1,66.6059,85.4,0.24,15.9854,3
27651,2,225.493,229.36,-3.67277,-828.184,3
27652,1,33.8611,48.8,0.16,5.41778,3
27653,1,53.5824,71.98,0.84,45.0092,6
27654,1,13.3956,25.62,1.12,15.0031,0
27655,2,16.3724,31.72,-0.62,-10.1509,0
27656,2,45.3962,56.12,-0.299333,-13.5886,0
27657,2,75.1642,98.82,-1.76934,-132.991,3
27658,2,45.7683,57.34,-1.9252,-88.1132,0
27659,1,16.0003,37.82,0.1,1.60003,3
27660,2,13.7677,28.06,-0.22,-3.02889,3
27661,2,307.355,196.42,-3.4567,-1062.44,6
27662,2,49.4893,69.54,-1.25447,-62.0827,6
27663,1,36.4658,52.46,0.01,0.364658,3
27664,2,98.9786,102.48,-2.48235,-245.7,3
27665,2,271.633,262.3,-2.73815,-743.772,6
27666,2,31.6285,35.38,-0.341174,-10.7908,3
27667,1,25.3028,37.82,0.11,2.78331,3
27668,2,1098.07,663.68,-4.80901,-5280.62,6
27669,1,50.6056,51.24,0.94,47.5693,6
27670,1,26.047,26.84,0.14,3.64658,6
27671,2,265.307,286.7,-1.0743,-285.019,0
27672,2,25.6749,39.04,-0.142361,-3.65511,3
27673,2,5.2094,15.86,-0.52,-2.70889,3
27674,2,283.912,185.44,-1.44126,-409.191,6
27675,1,46.1404,41.48,0.57,26.3,3
27676,1,33.1169,46.36,0.1,3.31169,6
27677,2,851.737,529.48,-2.39275,-2037.99,6
27678,1,65.4896,97.6,0.12,7.85875,3
27679,1,13.0235,25.62,0.03,0.390705,6
27680,2,86.6993,76.86,-1.57864,-136.867,6
27681,2,305.866,208.62,-3.85962,-1180.53,6
27682,1,33.1169,32.94,0.27,8.94156,6
27683,2,399.635,470.92,-2.41277,-964.227,6
27684,2,84.4667,103.7,-1.69403,-143.089,0
27685,2,416.752,322.08,-3.81506,-1589.93,6
27686,2,597.593,473.36,-1.88754,-1127.98,6
27687,2,119.444,95.16,-4.78285,-571.282,3
27688,1,79.6294,68.32,0.06,4.77776,0
27689,2,32.0006,57.34,-0.157175,-5.0297,6
27690,1,10.0467,25.62,0.69,6.93222,6
27691,2,8.5583,14.64,-1.82,-15.5761,6
27692,1,37.9542,57.34,0.64,24.2907,6
27693,2,33.1169,41.48,-0.438584,-14.5245,6
27694,2,340.099,180.56,-2.7705,-942.245,6
27695,2,12.6514,28.06,-0.1,-1.26514,6
27696,1,28.2796,51.24,0.23,6.50431,6
27697,1,179.352,135.42,0.76,136.308,6
27698,2,267.168,129.32,-4.33739,-1158.81,6
27699,1,176.375,98.82,1.66,292.783,6
27700,2,30.8843,32.94,-0.179877,-5.55536,6
27701,2,53.5824,73.2,-2.84913,-152.663,6
27702,2,14.5119,26.84,-0.34,-4.93405,6
27703,1,30.1401,40.26,0.01,0.301401,6
27704,1,29.3959,37.82,0.03,0.881877,6
27705,2,25.6749,40.26,-0.04,-1.027,6
27706,2,432.38,241.56,-3.82614,-1654.35,6
27707,2,1888.78,641.72,-0.40823,-771.056,6
27708,1,58.4197,50.02,0.03,1.75259,6
27709,2,40.5589,43.92,-1.02363,-41.5174,6
27710,2,56.5592,74.42,-0.348161,-19.6917,6
27711,2,66.978,62.22,-0.935888,-62.6839,6
27712,2,39.8147,46.36,-0.78678,-31.3254,6
27713,1,62.8849,62.22,0.23,14.4635,6
27714,1,16.3724,23.18,0.03,0.491172,6
27715,2,4855.16,1878.8,-1.31282,-6373.97,6
27716,2,436.101,258.64,-4.79526,-2091.22,6
27717,1,92.2808,103.7,0.67,61.8281,6
27718,2,35.7216,59.78,-0.16,-5.71546,6
27719,1,18.9771,51.24,0.02,0.379542,3
27720,1,26.047,37.82,0.25,6.51175,3
27721,1,87.8156,125.66,0.08,7.02525,3
27722,1,41.6752,73.2,0.05,2.08376,3
27723,1,58.0476,51.24,0.65,37.7309,6
27724,1,27.1633,35.38,0.01,0.271633,0
27725,1,226.609,292.8,0.17,38.5235,3
27726,2,40.1868,46.36,-0.142478,-5.72574,0
27727,2,17.4887,42.7,-0.239466,-4.18795,3
27728,1,79.6294,145.18,0.14,11.1481,3
27729,2,40.1868,64.66,-0.193329,-7.76926,3
27730,1,92.6529,150.06,0.16,14.8245,3
27731,1,66.978,57.34,0.11,7.36758,6
27732,2,15.2561,37.82,-0.24,-3.66146,3
27733,1,7.0699,21.96,0.07,0.494893,3
27734,1,6.3257,21.96,0.11,0.695827,3
27735,1,29.768,36.6,0.28,8.33504,6
27736,1,62.5128,96.38,0.1,6.25128,0
27737,2,10.4188,26.84,-0.1,-1.04188,3
27738,2,5545.78,3447.72,-3.58634,-19889.1,6
27739,2,107.537,151.28,-0.741242,-79.711,3
27740,2,163.352,173.24,-4.95331,-809.134,6
27741,2,199.074,258.64,-0.597928,-119.032,3
27742,2,335.262,181.78,-0.456795,-153.146,0
27743,1,10.4188,21.96,0.07,0.729316,3
27744,2,13.3956,18.3,-0.02,-0.267912,6
27745,2,80.7457,100.04,-0.465376,-37.5771,6
27746,2,343.076,322.08,-0.734243,-251.901,3
27747,1,209.864,175.68,0.35,73.4524,6
27748,2,72.1874,89.06,-4.23977,-306.058,6
27749,2,222.144,256.2,-1.52237,-338.185,3
27750,2,47.6288,50.02,-0.432592,-20.6038,6
27751,2,13.3956,29.28,-0.491347,-6.58189,3
27752,2,12.2793,24.4,-0.52,-6.38524,6
27753,1,112.746,75.64,0.29,32.6963,6
27754,2,661.222,534.36,-3.01298,-1992.25,6
27755,2,183.817,165.92,-1.44236,-265.13,6
27756,2,201.306,213.5,-1.07168,-215.736,3
27757,2,30.1401,31.72,-0.0821922,-2.47728,6
27758,2,290.238,129.32,-0.760172,-220.631,6
27759,1,97.8623,70.76,0.18,17.6152,6
27760,2,51.7219,53.68,-1.75278,-90.6569,6
27761,2,405.961,294.02,-4.22631,-1715.72,6
27762,1,73.3037,62.22,0.15,10.9956,6
27763,2,698.804,434.32,-4.97936,-3479.6,6
27764,2,28.6517,41.48,-3.29627,-94.4438,6
27765,2,117.212,89.06,-1.96962,-230.864,6
27766,2,5.5815,15.86,-0.96,-5.35824,0
27767,1,24.9307,24.4,0.01,0.249307,3
27768,2,203.167,165.92,-1.41602,-287.688,6
27769,2,31.6285,53.68,-2.89971,-91.7134,6
27770,2,1142.35,778.36,-1.44149,-1646.69,0
27771,1,32.0006,40.26,0.02,0.640012,3
27772,2,23.8144,41.48,-2.08674,-49.6945,3
27773,2,18.9771,34.16,-0.14,-2.65679,0
27774,2,389.217,270.84,-1.89648,-738.141,6
27775,2,71.8153,79.3,-0.368601,-26.4712,6
27776,2,5.5815,14.64,-0.02,-0.11163,6
27777,2,285.773,203.74,-1.44902,-414.09,6
27778,2,19.3492,20.74,-0.22,-4.25682,6
27779,2,131.351,84.18,-6.18074,-811.846,6
27780,1,73.3037,71.98,0.2,14.6607,6
27781,2,31.2564,32.94,-0.82,-25.6302,6
27782,2,65.4896,109.8,-2.02,-132.289,3
27783,2,37.21,50.02,-0.509902,-18.9735,6
27784,1,40.1868,56.12,0.03,1.2056,6
27785,2,24.9307,30.5,-2.12741,-53.0378,6
27786,1,30.1401,45.14,0.07,2.10981,6
27787,1,30.1401,42.7,0.07,2.10981,6
27788,1,26.4191,29.28,0.3,7.92573,6
27789,2,36.8379,58.56,-0.131993,-4.86235,3
27790,2,23.8144,30.5,-0.707295,-16.8438,6
27791,2,28.2796,39.04,-0.165831,-4.68964,6
27792,2,39.8147,37.82,-0.411514,-16.3843,6
27793,2,26.047,42.7,-1.52,-39.5914,6
27794,2,51.3498,82.96,-0.716938,-36.8146,3
27795,1,44.652,45.14,0.08,3.57216,6
27796,2,210.981,158.6,-3.692,-778.943,6
27797,2,40.5589,36.6,-0.868613,-35.23,6
27798,1,352.379,118.34,0.14,49.3331,0
27799,2,17.8608,21.96,-1.21077,-21.6253,6
27800,2,11.163,25.62,-0.5,-5.5815,3
27801,2,172.282,85.4,-2.91968,-503.008,6
27802,2,9.6746,17.08,-1.5,-14.5119,6
27803,1,351.634,355.02,0.38,133.621,3
27804,1,77.7689,80.52,0.43,33.4406,6
27805,2,27.9075,41.48,-2.02,-56.3731,6
27806,1,29.768,31.72,0.14,4.16752,3
27807,2,4681.76,1267.58,-2.73217,-12791.4,6
27808,1,37.9542,42.7,0.05,1.89771,6
27809,1,73.3037,65.88,0.54,39.584,6
27810,2,1426.63,1063.84,-1.43578,-2048.32,6
27811,2,14.884,34.16,-1.84,-27.3866,6
27812,2,27.5354,39.04,-0.1,-2.75354,6
27813,2,68.8385,80.52,-0.670205,-46.1359,6
27814,1,18.2329,36.6,0.36,6.56384,6
27815,2,261.214,183.0,-6.32426,-1651.98,6
27816,1,63.257,93.94,0.12,7.59084,3
27817,1,68.0943,65.88,1.77,120.527,3
27818,1,28.6517,45.14,0.33,9.45506,6
27819,2,43.5357,52.46,-1.78448,-77.6888,3
27820,2,30.1401,53.68,-1.70677,-51.4422,6
27821,2,113.863,201.3,-0.426617,-48.5759,3
27822,1,147.352,147.62,0.36,53.0467,3
27823,2,4.8373,17.08,-0.08,-0.386984,6
27824,1,27.9075,41.48,0.55,15.3491,6
27825,1,47.6288,79.3,0.18,8.57318,3
27826,1,1781.61,557.54,0.21,374.138,6
27827,2,257.493,193.98,-6.67289,-1718.22,6
27828,2,6.6978,21.96,-0.46,-3.08099,3
27829,2,25.6749,36.6,-0.28,-7.18897,6
27830,2,37.5821,57.34,-0.966511,-36.3235,3
27831,2,8.5583,17.08,-0.56,-4.79265,6
27832,2,118.328,74.42,-0.589448,-69.7482,6
27833,2,173.399,147.62,-5.13227,-889.931,6
27834,2,4077.47,1423.74,-6.79644,-27712.3,6
27835,2,51.3498,51.24,-6.0566,-311.005,3
27836,2,129.863,130.54,-0.94622,-122.879,6
27837,2,244.098,115.9,-0.618133,-150.885,6
27838,2,58.0476,39.04,-0.417536,-24.2369,6
27839,2,109.397,85.4,-0.346433,-37.8988,6
27840,2,63.6291,89.06,-3.73834,-237.867,6
27841,2,125.398,81.74,-2.04347,-256.248,6
27842,2,13.0235,21.96,-0.28,-3.64658,6
27843,2,734.525,690.52,-0.979086,-719.163,6
27844,2,15.6282,41.48,-0.887844,-13.8754,0
27845,1,339.355,408.7,0.25,84.8388,0
27846,1,36.8379,64.66,0.3,11.0514,0
27847,1,44.652,58.56,0.12,5.35824,0
27848,1,39.4426,35.38,0.15,5.91639,0
27849,1,94.1413,150.06,0.1,9.41413,3
27850,2,71.8153,114.68,-1.31502,-94.4389,6
27851,1,376.565,384.3,0.29,109.204,3
27852,1,366.891,267.18,0.16,58.7026,0
27853,2,95.2576,76.86,-1.84056,-175.327,6
27854,1,311.448,306.22,0.35,109.007,0
27855,2,162.608,120.78,-3.26552,-531.0,6
27856,1,984.949,303.78,0.11,108.344,6
27857,2,1152.02,373.32,-5.86223,-6753.4,6
27858,2,10.0467,24.4,-0.38,-3.81775,3
27859,2,117.584,91.5,-0.331521,-38.9816,6
27860,1,75.9084,134.2,0.16,12.1453,3
27861,2,11.5351,21.96,-0.6,-6.92106,6
27862,2,390.705,187.88,-2.31938,-906.193,6
27863,2,26.047,32.94,-0.117757,-3.06721,6
27864,2,14.884,24.4,-0.14,-2.08376,6
27865,2,34.2332,40.26,-0.169706,-5.80957,6
27866,1,18.605,24.4,0.17,3.16285,6
27867,2,174.143,104.92,-2.99287,-521.188,6
27868,1,34.6053,47.58,0.17,5.8829,6
27869,2,111.258,80.52,-0.202725,-22.5548,6
27870,2,33.8611,42.7,-2.99642,-101.462,6
27871,2,47.2567,43.92,-0.286887,-13.5573,6
27872,2,178.236,135.42,-0.743375,-132.496,6
27873,2,177.864,117.12,-1.44301,-256.659,6
27874,1,62.8849,59.78,0.1,6.28849,6
27875,1,30.8843,39.04,0.12,3.70612,6
27876,1,13.7677,29.28,0.4,5.50708,6
27877,2,11.9072,15.86,-0.18,-2.1433,6
27878,1,31.2564,47.58,0.06,1.87538,6
27879,1,55.0708,86.62,0.54,29.7382,3
27880,2,31.2564,36.6,-0.114455,-3.57746,6
27881,2,59.536,57.34,-0.634414,-37.7705,6
27882,1,185.678,74.42,0.11,20.4246,6
27883,2,78.141,50.02,-0.174299,-13.6199,6
27884,1,1336.96,545.34,0.23,307.501,6
27885,2,32.0006,52.46,-0.514991,-16.48,6
27886,2,8.9304,17.08,-0.14,-1.25026,6
27887,2,7.442,13.42,-0.52,-3.86984,3
27888,2,14.5119,34.16,-0.24513,-3.55731,6
27889,2,11.163,19.52,-0.18,-2.00934,6
27890,2,39.8147,45.14,-0.149666,-5.95892,6
27891,2,118.328,93.94,-2.06971,-244.905,6
27892,2,173.399,118.34,-0.995257,-172.577,6
27893,1,21.5818,29.28,0.1,2.15818,0
27894,2,363.914,129.32,-1.38718,-504.815,6
27895,2,9.3025,28.06,-0.196864,-1.83133,3
27896,2,657.873,419.68,-1.39458,-917.457,6
27897,2,11.5351,18.3,-0.12,-1.38421,6
27898,2,2722.28,932.08,-5.49077,-14947.4,6
27899,2,32.3727,36.6,-1.61703,-52.3478,6
27900,2,1259.19,578.28,-2.0205,-2544.2,6
27901,2,10.4188,24.4,-0.02,-0.208376,6
27902,1,36.0937,48.8,0.05,1.80468,6
27903,1,33.8611,48.8,0.01,0.338611,6
27904,2,22.326,31.72,-0.1,-2.2326,6
27905,2,20.8376,20.74,-0.393729,-8.20436,6
27906,1,94.8855,87.84,0.72,68.3176,3
27907,2,1634.26,719.8,-0.722273,-1180.38,6
27908,2,66.2338,46.36,-0.562253,-37.2402,6
27909,1,39.8147,51.24,0.05,1.99074,6
27910,2,72.5595,71.98,-0.338592,-24.5681,6
27911,2,27.1633,35.38,-1.0008,-27.185,6
27912,1,53.9545,59.78,0.09,4.85591,6
27913,1,109.397,228.14,0.07,7.65779,3
27914,2,96.3739,59.78,-0.281484,-27.1277,6
27915,1,45.0241,52.46,0.02,0.900482,6
27916,2,56.1871,41.48,-0.116428,-6.54177,6
27917,2,179.352,118.34,-2.29485,-411.586,6
27918,2,51.7219,59.78,-0.765826,-39.61,6
27919,1,43.1636,84.18,0.01,0.431636,6
27920,2,356.1,123.22,-0.371484,-132.285,6
27921,2,14.5119,25.62,-0.4,-5.80476,6
27922,1,23.8144,31.72,0.07,1.66701,6
27923,2,84.8388,63.44,-1.96191,-166.446,6
27924,2,16.3724,17.08,-0.0653197,-1.06944,6
27925,2,112.746,89.06,-0.712804,-80.3658,6
27926,2,13.3956,26.84,-0.79822,-10.6926,6
27927,2,217.306,152.5,-1.11788,-242.923,6
27928,2,24.1865,25.62,-0.08,-1.93492,6
27929,2,42.7915,32.94,-0.482924,-20.6651,6
27930,1,78.8852,65.88,0.17,13.4105,6
27931,1,54.3266,48.8,0.03,1.6298,6
27932,2,35.3495,37.82,-0.135974,-4.80661,6
27933,2,267.912,106.14,-1.55863,-417.574,6
27934,2,183.817,114.68,-2.11829,-389.378,6
27935,2,8.9304,19.52,-0.38,-3.39355,6
27936,2,20.0934,28.06,-0.02,-0.401868,6
27937,1,44.652,53.68,0.03,1.33956,6
27938,2,212.097,81.74,-1.30711,-277.235,6
27939,2,18.2329,32.94,-2.34067,-42.6773,6
27940,2,554.801,196.42,-2.44907,-1358.75,6
27941,1,41.6752,43.92,0.44,18.3371,6
27942,1,20.4655,25.62,0.15,3.06982,6
27943,2,121.677,62.22,-0.0812914,-9.89129,6
27944,2,27.5354,46.36,-1.07345,-29.5579,6
27945,1,23.8144,30.5,0.07,1.66701,6
27946,2,530.987,209.84,-1.28552,-682.594,6
27947,2,40.5589,45.14,-0.297363,-12.0607,6
27948,1,41.3031,82.96,0.11,4.54334,3
27949,2,10.4188,25.62,-0.16,-1.66701,6
27950,2,29.3959,25.62,-0.21746,-6.39244,6
27951,2,208.748,93.94,-0.471617,-98.4492,6
27952,2,29.0238,39.04,-0.0997775,-2.89592,6
27953,2,18.2329,23.18,-0.56,-10.2104,6
27954,1,37.21,40.26,0.06,2.2326,6
27955,1,28.6517,40.26,0.06,1.7191,6
27956,2,29.0238,37.82,-0.58,-16.8338,6
27957,1,22.6981,28.06,0.08,1.81585,6
27958,1,46.1404,52.46,0.08,3.69123,6
27959,1,58.7918,134.2,0.04,2.35167,3
27960,2,654.152,224.48,-1.59954,-1046.34,6
27961,2,139.165,87.84,-0.409023,-56.9217,6
27962,2,54.3266,46.36,-0.47734,-25.9322,6
27963,2,24.9307,46.36,-3.94,-98.227,6
27964,2,15.2561,24.4,-0.2,-3.05122,6
27965,2,28.2796,40.26,-0.21746,-6.14968,6
27966,2,162.98,112.24,-1.78954,-291.659,6
27967,1,37.9542,58.56,0.02,0.759084,6
27968,2,44.2799,50.02,-0.343721,-15.2199,6
27969,1,35.3495,46.36,1.06,37.4705,6
27970,2,27.5354,32.94,-0.506316,-13.9416,6
27971,1,13.0235,25.62,0.45,5.86058,6
27972,2,29.3959,37.82,-0.107238,-3.15236,6
27973,2,58.0476,53.68,-0.46111,-26.7663,6
27974,1,25.6749,42.7,0.48,12.324,6
27975,2,27.1633,28.06,-0.16,-4.34613,6
27976,2,20.0934,21.96,-0.0188562,-0.378885,6
27977,2,20.8376,34.16,-0.2,-4.16752,6
27978,2,119.444,87.84,-0.429871,-51.3455,6
27979,1,20.8376,31.72,0.02,0.416752,6
27980,2,131.351,79.3,-1.02926,-135.194,6
27981,2,773.596,303.78,-2.45017,-1895.44,6
27982,2,215.446,114.68,-0.711511,-153.292,6
27983,2,442.799,247.66,-2.91186,-1289.37,6
27984,1,28.2796,36.6,0.27,7.63549,6
27985,2,129.491,64.66,-3.84263,-497.587,6
27986,2,34.9774,35.38,-0.0911043,-3.18659,6
27987,1,53.9545,51.24,0.06,3.23727,6
27988,2,97.8623,84.18,-0.2147,-21.011,6
27989,2,45.7683,56.12,-0.233238,-10.6749,6
27990,2,106.421,61.0,-0.958627,-102.018,6
27991,2,19.7213,19.52,-0.0188562,-0.371868,6
27992,2,384.379,315.98,-1.26177,-484.998,6
27993,2,231.446,146.4,-4.36706,-1010.74,6
27994,2,222.888,106.14,-0.279309,-62.2546,6
27995,1,33.8611,32.94,0.01,0.338611,6
27996,1,33.8611,43.92,0.13,4.40194,6
27997,2,20.4655,31.72,-0.02,-0.40931,6
27998,1,20.0934,34.16,0.17,3.41588,6
27999,2,91.1645,53.68,-3.70779,-338.019,6
28000,2,213.958,164.7,-0.453235,-96.9733,6
28001,2,52.8382,48.8,-0.581339,-30.7169,6
28002,2,88.5598,57.34,-0.334723,-29.643,6
28003,2,12.6514,24.4,-0.4,-5.06056,6
28004,2,113.863,131.76,-3.87579,-441.309,6
28005,2,18.2329,25.62,-3.05749,-55.747,6
28006,2,206.888,100.04,-1.95199,-403.843,6
