,gridcode,area,perim,hdiff,vol_chg,StrmOrder
15979,2,33.1169,50.02,-2.00454,-66.3841,5
15980,1,48.0009,54.9,0.21,10.0802,5
15981,2,65.1175,84.18,-6.38855,-416.006,5
15982,1,258.982,235.46,0.3,77.6946,5
15983,2,20.0934,24.4,-2.44753,-49.1792,5
15984,2,29.768,52.46,-1.86212,-55.4317,5
15985,1,150.328,112.24,0.54,81.1771,5
15986,1,84.4667,103.7,0.36,30.408,3
15987,2,20.8376,47.58,-0.16,-3.33402,5
15988,1,36.0937,63.44,0.07,2.52656,6
15989,1,664.571,644.16,2.34,1555.1,3
15990,1,114.607,161.04,1.18,135.236,5
15991,1,480.009,224.48,0.29,139.203,4
15992,1,25.6749,39.04,0.04,1.027,3
15993,1,33.489,31.72,0.04,1.33956,5
15994,1,68.8385,86.62,0.29,19.9632,5
15995,1,33.8611,45.14,0.08,2.70889,5
15996,1,31.2564,43.92,0.24,7.50154,5
15997,1,26.4191,42.7,0.03,0.792573,3
15998,1,8.9304,18.3,0.06,0.535824,3
15999,1,58.0476,51.24,0.07,4.06333,6
16000,1,23.8144,28.06,0.07,1.66701,5
16001,2,44.652,48.8,-1.8876,-84.285,5
16002,2,69.5827,80.52,-0.262733,-18.2817,5
16003,1,81.1178,54.9,1.3,105.453,5
16004,1,18.2329,31.72,0.03,0.546987,3
16005,1,240.005,261.08,0.16,38.4008,6
16006,1,29.3959,69.54,0.24,7.05502,5
16007,1,26.047,32.94,0.08,2.08376,6
16008,2,15.6282,25.62,-2.84,-44.3841,5
16009,2,23.4423,39.04,-1.24,-29.0685,5
16010,1,103.816,111.02,0.14,14.5342,5
16011,2,20.4655,30.5,-0.96,-19.6469,5
16012,1,194.236,226.92,0.19,36.9048,3
16013,1,181.957,154.94,0.17,30.9327,5
16014,1,152.189,153.72,1.65,251.112,5
16015,1,36.0937,50.02,0.45,16.2422,3
16016,1,17.8608,32.94,0.67,11.9667,3
16017,2,30.5122,29.28,-1.02308,-31.2165,5
16018,1,94.5134,70.76,0.13,12.2867,5
16019,1,184.934,272.06,0.21,38.8361,3
16020,1,85.2109,71.98,0.47,40.0491,3
16021,1,49.8614,52.46,0.3,14.9584,5
16022,2,88.9319,85.4,-5.76642,-512.818,5
16023,2,43.9078,59.78,-6.31276,-277.179,5
16024,1,152.561,109.8,0.19,28.9866,5
16025,2,29.0238,45.14,-0.614085,-17.8231,5
16026,2,16.0003,34.16,-1.54,-24.6405,5
16027,1,119.072,115.9,0.12,14.2886,5
16028,1,20.4655,30.5,0.77,15.7584,3
16029,1,269.4,224.48,0.31,83.514,6
16030,1,59.9081,73.2,0.1,5.99081,3
16031,1,62.8849,70.76,0.39,24.5251,5
16032,1,316.657,258.64,1.0,316.657,5
16033,2,107.165,129.32,-5.58982,-599.033,5
16034,1,48.7451,65.88,0.11,5.36196,6
16035,2,33.489,45.14,-1.36118,-45.5844,4
16036,2,7.442,19.52,-0.42,-3.12564,5
16037,1,253.4,242.78,0.14,35.476,6
16038,1,133.584,135.42,0.22,29.3885,3
16039,1,221.027,151.28,0.17,37.5746,5
16040,1,38.3263,43.92,0.07,2.68284,6
16041,1,27.9075,42.7,0.14,3.90705,5
16042,1,124.281,81.74,0.16,19.885,5
16043,2,38.3263,41.48,-1.57204,-60.2503,5
16044,1,44.2799,65.88,0.69,30.5531,5
16045,2,142.142,123.22,-6.46114,-918.4,5
16046,1,63.257,68.32,0.06,3.79542,5
16047,1,87.0714,68.32,0.2,17.4143,5
16048,1,124.654,140.3,0.43,53.6012,6
16049,1,264.563,284.26,0.91,240.752,4
16050,2,24.5586,45.14,-0.14,-3.4382,5
16051,1,106.421,79.3,0.1,10.6421,5
16052,2,36.4658,45.14,-1.90905,-69.6152,5
16053,1,231.446,165.92,0.25,57.8615,6
16054,1,137.677,135.42,2.56,352.453,4
16055,2,42.4194,53.68,-3.11191,-132.005,5
16056,2,16.3724,39.04,-2.15687,-35.3131,5
16057,1,67.7222,45.14,0.83,56.2094,5
16058,2,54.6987,59.78,-0.15843,-8.6659,5
16059,1,237.4,241.56,0.23,54.602,5
16060,2,8.1862,19.52,-1.08,-8.8411,5
16061,2,16.7445,25.62,-0.5,-8.37225,5
16062,2,13.7677,23.18,-0.34,-4.68102,5
16063,1,96.3739,80.52,0.11,10.6011,6
16064,1,339.355,187.88,0.18,61.0839,5
16065,1,77.7689,100.04,0.21,16.3315,3
16066,1,174.143,181.78,0.75,130.607,3
16067,1,26.047,41.48,0.11,2.86517,6
16068,1,141.398,180.56,0.76,107.462,4
16069,1,18.605,28.06,0.22,4.0931,5
16070,1,386.24,292.8,0.15,57.936,5
16071,1,276.47,297.68,0.11,30.4117,6
16072,2,12.2793,30.5,-0.42,-5.15731,5
16073,1,33.489,39.04,0.05,1.67445,3
16074,2,29.768,41.48,-0.535537,-15.9419,5
16075,1,308.471,172.02,0.17,52.4401,5
16076,1,25.6749,50.02,0.09,2.31074,3
16077,2,36.8379,43.92,-2.27022,-83.6301,5
16078,1,76.2805,90.28,1.14,86.9598,5
16079,1,121.677,118.34,0.15,18.2516,5
16080,2,9.3025,25.62,-2.78,-25.8609,0
16081,1,29.3959,37.82,0.07,2.05771,3
16082,2,77.0247,56.12,-3.3002,-254.197,5
16083,1,100.839,98.82,0.11,11.0923,6
16084,2,19.3492,28.06,-4.13148,-79.9409,5
16085,1,27.1633,36.6,0.14,3.80286,5
16086,1,17.1166,35.38,0.01,0.171166,6
16087,1,85.9551,91.5,0.21,18.0506,3
16088,1,179.352,130.54,3.33,597.242,5
16089,1,206.888,157.38,0.3,62.0664,6
16090,2,12.2793,28.06,-1.16,-14.244,5
16091,1,322.983,317.2,0.62,200.249,3
16092,2,27.5354,36.6,-2.44,-67.1864,4
16093,2,17.4887,32.94,-0.44,-7.69503,6
16094,2,71.4432,79.3,-2.08705,-149.105,5
16095,2,23.0702,42.7,-2.90948,-67.1223,5
16096,1,252.284,225.7,0.14,35.3198,5
16097,1,48.7451,39.04,0.06,2.92471,5
16098,1,99.7228,91.5,0.13,12.964,6
16099,2,9.3025,15.86,-0.92,-8.5583,3
16100,1,32.3727,37.82,0.4,12.9491,0
16101,1,23.4423,34.16,0.63,14.7686,3
16102,1,26.047,50.02,0.75,19.5353,3
16103,2,28.2796,37.82,-3.26417,-92.3094,5
16104,1,208.376,186.66,0.08,16.6701,5
16105,1,34.9774,35.38,0.1,3.49774,6
16106,1,117.212,132.98,0.15,17.5818,5
16107,1,382.519,289.14,1.18,451.372,5
16108,1,79.6294,97.6,0.36,28.6666,5
16109,2,42.4194,68.32,-1.33608,-56.6756,6
16110,1,108.653,108.58,0.26,28.2498,5
16111,1,16.3724,37.82,0.79,12.9342,5
16112,1,26.7912,28.06,0.05,1.33956,6
16113,1,35.7216,36.6,0.24,8.57318,5
16114,1,97.1181,85.4,2.93,284.556,4
16115,1,38.6984,37.82,0.07,2.70889,5
16116,1,232.19,248.88,0.46,106.807,3
16117,1,51.7219,43.92,0.12,6.20663,5
16118,2,46.5125,76.86,-2.78089,-129.346,5
16119,1,37.5821,36.6,0.03,1.12746,5
16120,2,25.3028,37.82,-2.15728,-54.5853,5
16121,1,25.6749,31.72,1.19,30.5531,5
16122,1,122.049,96.38,0.31,37.8352,5
16123,1,40.1868,32.94,0.91,36.57,5
16124,2,54.3266,67.1,-3.07267,-166.928,5
16125,1,77.3968,91.5,0.09,6.96571,5
16126,1,85.9551,82.96,0.28,24.0674,6
16127,1,64.7454,97.6,1.07,69.2776,5
16128,2,53.9545,53.68,-1.00576,-54.2653,6
16129,1,73.6758,85.4,2.14,157.666,4
16130,2,22.326,42.7,-1.94,-43.3124,5
16131,1,87.0714,85.4,0.14,12.19,5
16132,2,110.142,93.94,-3.5898,-395.388,5
16133,1,65.8617,101.26,0.23,15.1482,3
16134,1,64.7454,91.5,0.42,27.1931,3
16135,2,14.1398,30.5,-0.181842,-2.57122,5
16136,1,34.2332,32.94,0.02,0.684664,6
16137,1,402.24,300.12,0.3,120.672,5
16138,2,37.21,37.82,-0.542914,-20.2018,5
16139,1,64.0012,80.52,1.43,91.5217,4
16140,1,440.566,285.48,0.41,180.632,5
16141,1,26.047,35.38,0.14,3.64658,5
16142,2,23.0702,29.28,-1.64,-37.8351,5
16143,1,12.6514,29.28,0.09,1.13863,6
16144,2,16.3724,31.72,-1.866,-30.5509,5
16145,2,22.326,34.16,-1.51086,-33.7315,6
16146,1,386.24,251.32,1.47,567.773,5
16147,1,199.446,173.24,0.16,31.9114,5
16148,2,26.7912,37.82,-2.54544,-68.1955,5
16149,2,8.5583,18.3,-0.72,-6.16198,4
16150,1,39.0705,56.12,0.16,6.25128,3
16151,1,320.378,245.22,0.37,118.54,5
16152,1,56.9313,98.82,2.36,134.358,5
16153,1,109.77,78.08,0.03,3.2931,6
16154,2,32.0006,37.82,-0.14,-4.48008,5
16155,1,89.6761,80.52,0.34,30.4899,4
16156,1,20.0934,30.5,0.1,2.00934,5
16157,2,18.2329,24.4,-0.14,-2.55261,5
16158,2,23.4423,30.5,-0.21746,-5.09776,5
16159,2,19.3492,31.72,-1.02,-19.7362,5
16160,1,106.049,124.44,1.29,136.803,5
16161,2,21.9539,39.04,-0.24,-5.26894,5
16162,1,36.0937,47.58,0.13,4.69218,3
16163,1,145.119,130.54,0.24,34.8286,5
16164,1,42.7915,57.34,0.17,7.27456,4
16165,1,27.9075,43.92,0.2,5.5815,5
16166,2,36.4658,40.26,-5.2117,-190.049,5
16167,1,203.167,119.56,0.12,24.38,5
16168,1,11.9072,15.86,2.66,31.6732,5
16169,1,84.0946,106.14,0.15,12.6142,3
16170,1,8.5583,17.08,0.51,4.36473,5
16171,1,442.055,312.32,0.39,172.401,5
16172,1,33.489,53.68,0.01,0.33489,5
16173,1,98.6065,87.84,0.23,22.6795,5
16174,1,28.6517,45.14,0.09,2.57865,5
16175,1,113.491,139.08,0.44,49.936,3
16176,1,229.958,256.2,0.67,154.072,3
16177,1,282.052,215.94,1.01,284.873,5
16178,2,113.863,112.24,-9.14444,-1041.21,5
16179,1,76.2805,80.52,0.21,16.0189,3
16180,1,45.0241,56.12,0.44,19.8106,5
16181,1,76.2805,78.08,1.08,82.3829,5
16182,1,169.678,190.32,0.41,69.568,4
16183,2,123.165,124.44,-1.48804,-183.275,6
16184,1,55.4429,51.24,0.19,10.5342,5
16185,1,37.5821,65.88,1.76,66.1445,5
16186,1,43.1636,52.46,0.01,0.431636,5
16187,1,39.8147,52.46,0.06,2.38888,5
16188,1,21.9539,36.6,0.32,7.02525,5
16189,2,91.1645,79.3,-5.67436,-517.3,5
16190,1,63.257,76.86,0.16,10.1211,3
16191,1,33.1169,31.72,0.21,6.95455,5
16192,1,55.4429,59.78,0.05,2.77215,5
16193,2,22.326,30.5,-0.24513,-5.47278,0
16194,1,24.5586,32.94,0.01,0.245586,3
16195,1,74.42,92.72,0.01,0.7442,5
16196,1,40.5589,46.36,0.13,5.27266,3
16197,1,23.0702,28.06,0.06,1.38421,3
16198,1,19.7213,30.5,0.01,0.197213,3
16199,2,7.0699,14.64,-0.28,-1.97957,3
16200,1,124.281,135.42,0.44,54.6836,3
16201,2,10.4188,20.74,-0.8,-8.33504,5
16202,1,38.3263,37.82,0.39,14.9473,5
16203,1,152.189,123.22,0.39,59.3537,5
16204,2,48.0009,59.78,-8.50632,-408.311,5
16205,1,27.5354,35.38,0.08,2.20283,5
16206,2,113.863,113.46,-5.28725,-602.023,5
16207,2,71.8153,96.38,-1.88339,-135.257,5
16208,2,45.7683,57.34,-4.8768,-223.203,5
16209,1,77.7689,81.74,1.01,78.5466,5
16210,2,17.8608,20.74,-1.54,-27.5056,5
16211,1,74.0479,86.62,0.03,2.22144,5
16212,2,14.5119,28.06,-0.64,-9.28762,5
16213,2,42.4194,50.02,-2.51571,-106.715,5
16214,1,82.6062,100.04,1.03,85.0844,5
16215,1,38.6984,46.36,0.02,0.773968,5
16216,2,61.7686,86.62,-1.36695,-84.4344,5
16217,2,16.3724,34.16,-1.12,-18.3371,5
16218,1,47.6288,74.42,0.5,23.8144,6
16219,1,59.1639,67.1,0.29,17.1575,5
16220,2,129.863,139.08,-2.12492,-275.949,5
16221,2,39.4426,37.82,-1.50986,-59.5528,5
16222,1,481.87,234.24,0.25,120.467,5
16223,2,46.1404,64.66,-5.68129,-262.137,5
16224,1,46.8846,53.68,0.06,2.81308,5
16225,1,20.0934,26.84,0.16,3.21494,5
16226,2,46.1404,53.68,-0.566477,-26.1375,5
16227,2,42.0473,42.7,-3.06819,-129.009,5
16228,1,59.9081,37.82,0.03,1.79724,5
16229,1,2567.49,1446.92,1.93,4955.26,3
16230,1,40.1868,42.7,0.11,4.42055,5
16231,1,303.634,163.48,0.21,63.7631,5
16232,1,27.1633,34.16,0.05,1.35817,5
16233,2,49.1172,48.8,-2.26042,-111.025,5
16234,2,84.8388,80.52,-1.65937,-140.779,5
16235,2,30.8843,32.94,-0.680653,-21.0215,5
16236,1,46.8846,43.92,1.21,56.7304,5
16237,1,482.986,275.72,0.59,284.962,5
16238,1,71.4432,51.24,0.18,12.8598,5
16239,1,37.21,36.6,0.31,11.5351,5
16240,1,369.123,230.58,0.35,129.193,5
16241,1,49.1172,53.68,0.91,44.6967,5
16242,2,9.6746,18.3,-0.58,-5.61127,5
16243,2,13.0235,30.5,-0.68,-8.85598,5
16244,1,86.6993,84.18,0.46,39.8817,5
16245,2,16.7445,39.04,-0.565685,-9.47212,5
16246,2,159.259,85.4,-0.920097,-146.534,5
16247,1,13.0235,30.5,0.47,6.12105,6
16248,1,127.63,118.34,0.61,77.8543,5
16249,1,260.47,237.9,0.55,143.258,5
16250,1,476.66,320.86,0.59,281.229,5
16251,1,642.617,484.34,0.3,192.785,6
16252,1,195.725,217.16,0.58,113.521,3
16253,2,5.2094,12.2,-0.32,-1.66701,5
16254,2,17.1166,24.4,-0.14,-2.39632,5
16255,2,13.7677,18.3,-0.0498888,-0.686854,5
16256,1,278.331,241.56,1.1,306.164,5
16257,2,13.3956,20.74,-0.0188562,-0.25259,5
16258,1,408.938,287.92,1.19,486.636,5
16259,1,21.9539,42.7,1.75,38.4193,6
16260,1,116.467,163.48,0.37,43.0928,5
16261,1,226.237,190.32,0.13,29.4108,5
16262,1,74.0479,78.08,0.03,2.22144,5
16263,1,309.587,289.14,0.92,284.82,5
16264,1,332.657,173.24,0.46,153.022,5
16265,1,570.801,492.88,0.53,302.525,5
16266,2,42.4194,84.18,-0.537252,-22.7899,5
16267,2,17.1166,21.96,-0.62,-10.6123,5
16268,1,111.63,130.54,0.08,8.9304,5
16269,1,216.562,161.04,0.39,84.4592,5
16270,1,62.1407,75.64,0.66,41.0129,0
16271,1,45.3962,69.54,0.16,7.26339,5
16272,1,254.516,203.74,0.47,119.623,3
16273,2,25.3028,41.48,-0.64,-16.1938,5
16274,2,10.4188,26.84,-0.54,-5.62615,5
16275,1,26.7912,31.72,0.1,2.67912,5
16276,2,13.7677,25.62,-0.14,-1.92748,5
16277,1,653.408,569.74,0.4,261.363,5
16278,1,157.026,186.66,0.17,26.6944,5
16279,2,15.2561,24.4,-1.27875,-19.5087,5
16280,1,258.237,290.36,2.0,516.474,5
16281,2,5.9536,17.08,-0.18,-1.07165,5
16282,1,43.5357,42.7,0.05,2.17678,5
16283,1,52.8382,63.44,0.11,5.8122,5
16284,1,73.6758,107.36,0.1,7.36758,5
16285,1,24.1865,34.16,0.06,1.45119,5
16286,1,64.7454,64.66,0.08,5.17963,5
16287,2,35.3495,43.92,-0.73054,-25.8242,5
16288,2,10.0467,25.62,-0.42,-4.21961,5
16289,2,17.1166,20.74,-2.8,-47.9265,5
16290,1,42.7915,59.78,0.86,36.8007,5
16291,2,29.0238,37.82,-0.412189,-11.9633,5
16292,2,10.0467,19.52,-2.18,-21.9018,5
16293,2,40.1868,47.58,-2.24449,-90.1988,5
16294,1,61.3965,63.44,0.12,7.36758,5
16295,1,187.166,207.4,0.37,69.2514,5
16296,1,37.5821,53.68,0.03,1.12746,5
16297,2,32.0006,50.02,-2.14871,-68.76,5
16298,1,41.3031,57.34,0.95,39.2379,5
16299,1,180.469,184.22,0.16,28.875,6
16300,1,13.0235,20.74,0.44,5.73034,5
16301,1,167.817,139.08,0.98,164.461,3
16302,1,250.795,120.78,0.05,12.5398,5
16303,1,58.0476,75.64,2.01,116.676,5
16304,1,50.6056,52.46,1.06,53.6419,3
16305,1,264.191,236.68,0.37,97.7507,5
16306,2,84.4667,76.86,-3.6158,-305.415,5
16307,1,46.8846,51.24,1.17,54.855,5
16308,2,26.047,42.7,-0.457238,-11.9097,5
16309,2,22.6981,29.28,-0.1,-2.26981,5
16310,1,27.9075,41.48,0.2,5.5815,5
16311,1,38.3263,41.48,0.47,18.0134,5
16312,1,81.862,97.6,1.43,117.063,5
16313,1,81.862,59.78,0.03,2.45586,5
16314,1,27.9075,35.38,0.03,0.837225,5
16315,1,54.3266,70.76,0.07,3.80286,6
16316,1,135.816,106.14,0.06,8.14896,5
16317,2,15.2561,31.72,-2.04,-31.1224,5
16318,1,24.5586,42.7,0.17,4.17496,3
16319,2,78.141,74.42,-1.79501,-140.264,5
16320,1,16.0003,31.72,1.5,24.0005,5
16321,1,529.126,339.16,1.68,888.932,5
16322,1,62.5128,67.1,1.49,93.1441,5
16323,1,363.17,347.7,0.35,127.11,3
16324,1,97.8623,112.24,0.24,23.487,6
16325,1,369.867,251.32,0.38,140.549,5
16326,1,305.122,193.98,0.12,36.6146,5
16327,1,41.3031,47.58,0.01,0.413031,5
16328,2,25.6749,26.84,-0.290287,-7.4531,5
16329,1,40.931,46.36,0.22,9.00482,5
16330,1,210.981,196.42,0.17,35.8668,5
16331,2,80.3736,76.86,-0.611527,-49.1506,5
16332,1,89.304,86.62,0.15,13.3956,5
16333,1,45.3962,48.8,1.05,47.666,5
16334,1,19.7213,21.96,0.08,1.5777,5
16335,1,18.9771,28.06,0.5,9.48855,5
16336,2,2.6047,9.76,-0.56,-1.45863,5
16337,1,45.0241,50.02,0.04,1.80096,5
16338,1,18.2329,25.62,0.02,0.364658,5
16339,2,74.7921,98.82,-1.38576,-103.644,5
16340,1,129.119,118.34,0.19,24.5326,5
16341,1,69.5827,75.64,0.18,12.5249,5
16342,2,23.0702,25.62,-0.0821922,-1.89619,5
16343,2,7.8141,13.42,-0.18,-1.40654,5
16344,1,56.9313,75.64,0.09,5.12382,5
16345,1,28.6517,50.02,0.25,7.16292,5
16346,2,20.8376,34.16,-0.2,-4.16752,5
16347,1,130.607,152.5,0.33,43.1003,3
16348,1,35.7216,62.22,0.57,20.3613,5
16349,1,120.933,125.66,0.78,94.3277,6
16350,1,381.775,379.42,0.48,183.252,3
16351,1,43.1636,71.98,0.32,13.8124,3
16352,2,16.0003,25.62,-3.04,-48.6409,5
16353,1,27.9075,47.58,0.13,3.62797,3
16354,1,40.931,56.12,0.02,0.81862,5
16355,1,61.0244,42.7,0.06,3.66146,5
16356,1,64.0012,74.42,0.2,12.8002,5
16357,2,55.0708,46.36,-1.00514,-55.3538,5
16358,1,544.382,455.06,1.18,642.371,5
16359,1,128.002,135.42,0.3,38.4006,5
16360,2,14.1398,21.96,-1.26,-17.8161,5
16361,2,22.326,26.84,-0.147271,-3.28798,5
16362,1,112.002,135.42,1.59,178.083,5
16363,1,73.3037,61.0,0.02,1.46607,5
16364,1,219.539,165.92,1.96,430.296,5
16365,1,38.3263,41.48,0.03,1.14979,5
16366,1,69.9548,101.26,0.33,23.0851,3
16367,1,242.981,190.32,0.27,65.6049,6
16368,1,64.0012,68.32,0.25,16.0003,6
16369,1,181.585,111.02,1.52,276.009,3
16370,1,57.6755,68.32,0.57,32.875,5
16371,1,7.8141,21.96,0.02,0.156282,5
16372,1,245.586,231.8,0.36,88.411,5
16373,2,8.1862,17.08,-0.36,-2.94703,5
16374,2,5.9536,17.08,-1.08,-6.42989,5
16375,1,494.521,402.6,0.51,252.206,5
16376,1,72.1874,74.42,0.09,6.49687,5
16377,2,30.5122,39.04,-1.89568,-57.8413,3
16378,1,31.2564,29.28,0.07,2.18795,6
16379,2,282.052,129.32,-3.53859,-998.066,5
16380,1,39.0705,64.66,0.03,1.17211,5
16381,2,16.7445,21.96,-1.82,-30.475,3
16382,2,11.163,21.96,-3.58188,-39.9845,5
16383,1,38.6984,52.46,0.09,3.48286,5
16384,1,178.236,154.94,0.88,156.848,5
16385,2,20.0934,35.38,-2.35793,-47.3788,5
16386,2,23.0702,26.84,-0.32,-7.38246,5
16387,1,40.5589,48.8,0.5,20.2794,5
16388,2,23.8144,41.48,-0.969032,-23.0769,3
16389,1,21.9539,35.38,0.46,10.0988,3
16390,1,45.3962,58.56,0.02,0.907924,6
16391,1,39.0705,39.04,0.08,3.12564,5
16392,1,773.596,523.38,1.34,1036.62,3
16393,1,103.072,130.54,3.45,355.598,3
16394,1,345.309,298.9,1.35,466.167,3
16395,1,29.768,32.94,0.01,0.29768,5
16396,2,19.7213,25.62,-0.654285,-12.9034,3
16397,2,18.605,43.92,-0.914671,-17.0174,3
16398,1,47.2567,64.66,0.19,8.97877,3
16399,1,26.047,39.04,0.12,3.12564,3
16400,2,30.8843,45.14,-0.488262,-15.0796,6
16401,1,61.3965,51.24,1.24,76.1317,3
16402,1,46.1404,47.58,0.06,2.76842,5
16403,1,705.502,387.96,0.12,84.6602,5
16404,1,251.912,122.0,1.38,347.639,3
16405,2,5.9536,19.52,-0.06,-0.357216,3
16406,1,39.8147,63.44,0.02,0.796294,5
16407,2,16.3724,32.94,-0.92,-15.0626,3
16408,1,40.1868,64.66,0.03,1.2056,6
16409,1,52.8382,75.64,0.33,17.4366,3
16410,2,10.4188,20.74,-0.8,-8.33504,3
16411,1,135.816,124.44,1.46,198.291,3
16412,1,60.2802,50.02,0.03,1.80841,5
16413,1,312.564,294.02,0.34,106.272,3
16414,2,74.7921,73.2,-4.88825,-365.602,5
16415,1,299.913,237.9,0.35,104.97,5
16416,2,23.8144,29.28,-0.28,-6.66803,3
16417,1,41.3031,51.24,0.69,28.4991,3
16418,2,16.0003,23.18,-0.14,-2.24004,6
16419,1,87.8156,82.96,0.17,14.9287,3
16420,2,106.421,63.44,-0.952713,-101.389,5
16421,2,9.3025,18.3,-0.04,-0.3721,3
16422,1,236.656,220.82,0.28,66.2637,5
16423,1,486.335,496.54,0.41,199.397,6
16424,1,34.2332,31.72,0.53,18.1436,6
16425,1,112.746,78.08,0.25,28.1865,5
16426,1,120.188,107.36,0.47,56.4884,3
16427,1,103.444,75.64,1.17,121.029,3
16428,1,22.326,36.6,0.19,4.24194,3
16429,1,131.351,131.76,0.33,43.3458,5
16430,1,44.2799,47.58,0.01,0.442799,6
16431,1,33.489,41.48,0.1,3.3489,6
16432,2,12.2793,18.3,-2.28,-27.9968,5
16433,2,86.3272,103.7,-3.89173,-335.963,5
16434,2,586.43,291.58,-6.07406,-3562.01,5
16435,2,84.4667,84.18,-3.63499,-307.035,5
16436,1,59.536,85.4,0.18,10.7165,6
16437,1,78.5131,84.18,0.26,20.4134,5
16438,1,50.9777,95.16,0.16,8.15643,3
16439,2,72.5595,68.32,-3.60326,-261.451,5
16440,1,631.454,359.9,0.18,113.662,5
16441,1,20.0934,34.16,0.08,1.60747,5
16442,2,9.3025,18.3,-0.8,-7.442,3
16443,1,421.961,290.36,0.62,261.616,5
16444,1,77.3968,64.66,0.18,13.9314,3
16445,1,282.052,236.68,0.64,180.513,3
16446,1,18.2329,25.62,0.65,11.8514,6
16447,1,23.0702,28.06,0.04,0.922808,5
16448,2,20.4655,24.4,-0.62,-12.6886,3
16449,2,13.3956,23.18,-0.86,-11.5202,5
16450,1,70.699,62.22,0.06,4.24194,5
16451,2,20.4655,32.94,-2.06774,-42.3174,3
16452,1,47.6288,48.8,0.05,2.38144,5
16453,1,135.816,147.62,0.61,82.8478,3
16454,2,9.3025,18.3,-0.3,-2.79075,3
16455,2,16.7445,23.18,-0.6,-10.0467,6
16456,1,24.9307,39.04,0.86,21.4404,6
16457,1,15.2561,26.84,0.03,0.457683,5
16458,1,102.327,91.5,0.13,13.3025,5
16459,2,10.0467,20.74,-2.34,-23.5093,3
16460,1,30.8843,47.58,1.04,32.1197,3
16461,1,33.1169,52.46,0.8,26.4935,5
16462,1,32.0006,46.36,0.17,5.4401,5
16463,1,70.699,109.8,0.1,7.0699,5
16464,1,20.8376,48.8,0.36,7.50154,3
16465,2,7.442,20.74,-0.48,-3.57216,3
16466,1,42.4194,58.56,0.17,7.2113,5
16467,2,18.605,28.06,-1.64,-30.5122,3
16468,1,225.865,201.3,0.27,60.9836,6
16469,1,25.3028,45.14,0.02,0.506056,3
16470,1,82.6062,56.12,0.06,4.95637,5
16471,2,96.0018,106.14,-1.53393,-147.26,5
16472,1,61.0244,76.86,0.09,5.4922,5
16473,1,43.5357,51.24,0.2,8.70714,5
16474,2,85.583,89.06,-1.34263,-114.907,5
16475,1,14.5119,26.84,1.69,24.5251,5
16476,2,18.9771,25.62,-0.345639,-6.55924,3
16477,2,20.0934,24.4,-0.08,-1.60747,3
16478,2,34.2332,37.82,-0.305261,-10.45,6
16479,2,23.8144,41.48,-0.8,-19.0515,5
16480,1,34.9774,46.36,0.06,2.09864,6
16481,1,342.332,280.6,2.12,725.744,3
16482,1,131.723,93.94,0.36,47.4203,5
16483,2,43.5357,59.78,-0.53897,-23.4644,3
16484,1,23.4423,37.82,0.03,0.703269,6
16485,2,5.9536,15.86,-0.12,-0.714432,5
16486,1,180.096,223.26,0.15,27.0144,5
16487,2,65.1175,136.64,-2.364,-153.938,5
16488,2,45.3962,57.34,-1.24401,-56.4732,3
16489,2,13.3956,30.5,-1.62,-21.7009,3
16490,2,25.6749,54.9,-1.32264,-33.9586,3
16491,1,55.815,74.42,0.73,40.7449,6
16492,1,45.3962,54.9,0.19,8.62528,5
16493,2,7.0699,21.96,-0.02,-0.141398,5
16494,2,6.3257,15.86,-1.12,-7.08478,5
16495,1,18.605,36.6,0.42,7.8141,3
16496,1,66.6059,78.08,0.05,3.3303,6
16497,2,32.3727,65.88,-0.144444,-4.67603,5
16498,1,177.864,170.8,0.44,78.2602,3
16499,1,108.653,87.84,1.16,126.037,3
16500,2,9.6746,15.86,-0.3,-2.90238,5
16501,1,23.0702,37.82,0.12,2.76842,6
16502,2,34.9774,36.6,-1.2644,-44.2253,3
16503,1,34.9774,41.48,0.01,0.349774,3
16504,1,30.8843,45.14,3.24,100.065,5
16505,2,25.3028,30.5,-0.794649,-20.1068,3
16506,2,8.5583,20.74,-0.2,-1.71166,3
16507,1,150.328,207.4,0.15,22.5492,5
16508,1,123.537,150.06,0.21,25.9428,5
16509,1,31.2564,61.0,0.48,15.0031,5
16510,2,35.3495,37.82,-1.51731,-53.6361,5
16511,1,195.725,170.8,1.13,221.169,3
16512,1,279.447,140.3,0.19,53.0949,5
16513,1,98.6065,102.48,0.26,25.6377,3
16514,1,59.536,71.98,0.02,1.19072,6
16515,2,155.166,168.36,-2.0849,-323.506,5
16516,2,93.3971,73.2,-1.16632,-108.93,5
16517,1,25.3028,35.38,0.01,0.253028,5
16518,1,142.886,139.08,0.16,22.8618,6
16519,1,29.3959,29.28,1.18,34.6872,3
16520,2,83.7225,96.38,-3.82394,-320.15,5
16521,1,339.727,178.12,0.32,108.713,5
16522,2,78.5131,126.88,-1.09415,-85.9048,3
16523,2,41.6752,39.04,-0.177482,-7.39661,5
16524,1,90.7924,98.82,0.61,55.3834,5
16525,1,76.2805,79.3,1.13,86.197,3
16526,2,15.2561,24.4,-1.94,-29.5968,5
16527,1,206.143,178.12,0.08,16.4914,5
16528,1,95.6297,84.18,0.27,25.82,3
16529,1,291.726,183.0,1.43,417.168,3
16530,1,151.445,179.34,0.06,9.0867,5
16531,2,190.515,172.02,-2.92773,-557.776,5
